Ly6C,B220
3328.38,0
12.4428,222.478
0,182.047
0,462.9
13.5962,17.5905
3.24644,144.947
12.5566,459.655
18.5984,406.693
0.23247,272.33
0,471.476
7.98337,232.91
6.50441,14.6132
3309.97,9.38369
0,6.72887
2528,22.2181
0,372.567
2635.16,0
0,730.515
0,194.341
3975.7,0
6.65318,4.28818
0,3.16679
0,219.773
0,304.003
7.09731,620.336
3477.98,0.423535
24.1629,564.899
31.2194,5.59186
13.5854,13.8882
2248,28.0465
1.78865,324.939
2.45757,150.961
0,414.685
4.46289,152.6
4299.47,20.9316
4.96708,268.747
2.2646,269.514
1725.82,28.39
1142.3,9.52408
3.87943,312.078
21.5261,242.571
11.8098,221.778
11.0835,199.485
0,209.187
211.592,293.915
0,437.09
21.7832,10.4286
3295.51,88.5204
3.12645,306.201
6.74333,281.868
986.506,62.0493
2258.14,54.9531
6.28466,183.844
2.84799,231.008
0,175.715
25.191,126.854
408.503,0.983495
25.8155,214.894
5.31175,185.415
24.7183,68.1986
897.956,1.62336
41.8919,296.809
1163.6,39.0762
10.5514,187.414
2446.67,0
1.26884,411.947
4.91806,140.269
24.9582,10.3858
0,199.967
1232.88,142.487
0,327.311
3296.34,15.7571
7.61186,123.537
28.4909,357.306
0,281.565
7.55307,355.243
0,4.78296
0.140909,958.243
14.5248,266.686
2992.99,3.95432
2233.18,0.206884
4212.87,4.69499
13.9601,383.229
0,250.558
2051.3,6.91582
2913.02,0
0,293.892
4.6407,13.4068
5.19264,82.8625
1.41751,306.125
427.522,35.8888
0,952.824
85.569,252.511
4.70323,6.11071
0.530675,11.4402
0,4.7376
16.828,65.9601
0,263.193
3.16452,0
0,34.6315
1303.09,51.8222
0,225.953
3023.56,5.02598
2499.6,2.37229
554.103,31.7294
45.5866,63.7348
0,366.575
3.82224,298.053
4035.61,0
4098.37,9.22727
5602.45,187.957
0.617913,194.305
0,0.580841
0,245.966
1.55361,35.1062
0,214.601
4.76566,228.548
14.0972,283.439
7.50782,207.366
36.7213,11.1871
0.177515,106.119
9.52579,199.309
60.5816,166.717
0,5.24192
3562.16,6.87118
36.931,351.164
1505.01,0.360784
1.23385,616.482
3211.15,0
1.90923,309.385
66.3318,447.692
1.09472,244.503
0.771475,203.133
5.31046,285.271
1744.24,0.869117
4.37504,152.399
29.9244,869.948
3.89171,260.745
16.2131,96.8948
0,32.4547
162.02,13.6635
3163.35,16.1813
6.62587,254.19
3.45176,239.661
0,106.775
73.1985,402.375
24.6858,184.73
378.349,2.55507
2186.22,5.78952
14.5822,605.906
2367.8,10.1231
0,313.264
0,3.93413
0,924.014
842.017,13.4529
2984.48,6.89763
59.3382,408.285
0,96.1531
36.4576,122.354
407.628,17.5556
0,412.255
0,423.47
6.2595,132.397
2349.18,10.574
16.593,457.655
0,311.689
0,227.031
4.88026,112.643
0,773.408
16.8219,45.3875
9.43448,0
5.43856,510.912
17.1425,268.756
3326.56,2.48697
10.967,774.778
0.403591,179.652
40.7272,255.751
12.2383,294.529
0.185369,245.583
14.1514,266.728
11.1681,159.479
0,109.404
0,416.122
2.53639,271.61
22.7242,252.788
0,192.63
389.888,24.4742
35.0589,201.817
0.390015,428.921
25.2013,287.676
7803.1,1.53049
29.1694,807.849
19.7071,65.9298
0,152.616
1.40444,563.223
0.185191,262.471
0,112.105
1100.67,1.25527
2.32162,251.785
10.5297,307.595
1.29241,189.7
68.8174,431.989
1609.96,39.3376
64.4487,289.764
3.695,608.183
2019.82,6.95323
0,158.646
0,276.605
1.89031,204.577
13.6217,356.963
3678.72,2.82452
0,115.346
0,108.649
0,94.7233
35.2763,277.019
1861.1,2.13802
0,243.511
4.96875,255.253
10.4279,244.824
0,410.359
32.1917,320.589
1.48979,483.879
30.8303,853.776
1995.13,24.7347
0,659.891
0,258.918
0,257.817
5346.82,12.1991
6.20332,11.2337
2286.82,3.63014
13.8402,87.7961
1.27996,113.08
0,437.747
20.4944,292.528
8387.68,0.461146
1.62149,312.715
2934.01,247.199
20.0926,320.621
0,192.302
2277.33,3.33145
0,214.705
26.8873,336.157
0,322.606
13.0366,167.874
0,715.596
0,257.885
13.5224,151.005
9.33244,276.244
34.0761,218.006
132.637,346.277
2329.78,4.42204
5.28332,755.325
9.81394,25.2863
4.92058,340.148
5.78732,636.835
20.1908,256.54
27.8872,10.4841
0,352.309
16.1865,259.809
1403.78,0.90237
12.1867,273.298
0,539.308
4.94802,223.95
0,230.89
1966.11,9.62037
1.17102,65.8025
2.65493,648.83
1968.95,0
1998.54,0.549876
1492,6.69034
0,493.655
0,173.224
8.48879,579.454
0,254.102
23.751,0
5.62581,161.645
0,470.273
5.07006,412.87
15.8423,2.10734
80.3013,8.48702
7.38009,310.874
11.1051,4.92912
17.3717,70.5479
0,289.566
8.96368,203.016
3.53669,49.4686
1.81717,497.406
0,215.767
14.0008,422.133
2290.14,32.0167
2661.79,19.3663
4446.4,0
8.16054,175.724
4.07819,312.059
0,250.658
12.7122,299.497
7.54728,69.7397
12.3158,393.173
0,154.029
3.88018,240.648
133.336,1.58877
0.979836,6.16603
0,380.322
2778.56,8.80334
5.3088,227.556
0,4.26708
1.3965,283.057
65.8297,309.315
1351.54,44.9778
23.2157,40.2108
28.7444,102.423
0,291.507
16.1228,504.546
0,406.229
35.6793,91.7002
36.6064,254.105
12.7552,295.233
206.679,231.095
52.6331,25.9748
9.46003,38.9418
7.62697,222.214
137.49,2.88035
0,255.326
3212.27,6.71184
0,198.632
23.9588,16.9766
26.0214,191.659
7.0794,248.22
4557.27,1.43944
1749.03,5.47222
0.185528,391.772
0,220.001
0,215.55
5819.74,10.3577
6.28734,275.505
60.5184,16.2678
38.5535,357.921
4586.74,5.82436
5.76094,287.567
0,170.921
0.713924,213.894
18.3562,221.215
3822.13,6.65296
4.81909,235.755
3.58774,314.396
0,797.587
356.09,16.5073
48.5113,227.255
37.7815,15.0887
11.4442,314.492
0,165.517
13.3826,912.274
50.8202,1.89363
29.592,26.2592
1728.01,12.65
18.656,125.133
3.44693,12.1738
0,287.3
8.4032,9.04785
890.621,41.6132
0,349.06
98.3808,47.2176
3137.16,1.36708
8.24871,377.786
18.0338,648.272
6.08111,271.851
4.31287,4.81615
0,870.351
10.1723,223.368
48.5299,327.538
0,527.433
12.2396,285.366
0,265.879
10.0764,117.347
0,3.59929
0,473.107
0,246.125
5.099,65.1521
0,318.941
16.007,294.892
3008.17,4.57267
85.5857,9.36519
14.4529,7.46539
0,244.64
0,231.398
0,666.291
7.31118,125.187
0,36.7492
6.82778,145.729
0,184.259
18.8648,509.039
1920.97,22.3192
21.5469,203.518
17.3803,442.404
23.9246,267.787
1975.67,362.246
18.8524,322.982
31.7893,253.18
1305.54,19.5469
4926.76,39.0243
26.9671,340.687
1.41637,472.452
2.68538,369.26
77.9987,323.575
0,186.024
1128.89,2.32593
1685.61,26.5544
14.6031,221.53
3838.04,2.05398
10.8095,411.548
25.6958,197.875
0,519.936
0.632362,18.1341
6.81833,217.537
19.6862,37.7381
1.73462,350.522
1.96011,298.632
28.5648,511.72
3.74603,407.578
32.7419,189.003
7.13625,819.638
3577.66,0.514579
969.042,1.84102
3957.17,2.12798
2.35221,34.199
0.584028,709.781
883.71,0
3244.12,10.4578
0.657929,3.89984
175.212,8.55425
133.022,0
0,287.099
4.56895,12.8721
1.5841,107.494
131.687,293.623
696.852,12.2801
2325.92,2.78701
0,306.332
15.7614,20.7674
39.5846,526.565
9.48531,268.257
1.98039,262.793
0,310.055
2246.77,64.2893
0,81.2063
0.482611,587.846
0,351.226
8.5567,2.692
3005.5,18.5093
5.86276,408.808
1.79716,292.057
82.1321,407.826
2759.08,53.968
12.8759,220.963
23.4327,243.798
0,422.052
38.5887,209.99
0,258.472
20.8077,775.124
4.97468,24.5353
0,823.19
3.9753,248.133
0,471.162
2428.76,0
7.37529,286.761
0,387.801
22.3014,63.0132
10.159,13.088
0,881.746
0,9.57722
18.8353,581.031
2348.17,18.9136
0,360.424
2.42656,155.342
8.10285,18.1955
0,233.798
8.49604,427.912
12.3877,253.46
6.4464,445.797
0,176.405
2851.06,42.0771
5.30821,200.948
10.7658,237.355
3.78318,260.322
726.395,12.8461
3.1913,300.484
1648.88,6.11188
20.4459,539.159
93.0552,8.11442
19.9519,3.03568
0,0.302511
35.45,400.139
834.263,19.3429
6.45374,198.827
2.475,18.4255
6.46949,14.7617
22.6301,300.628
1.29216,245.284
0,432.511
0,240.175
4.03379,378.409
0,94.1761
23.8643,131.297
15.7488,255.36
11.6111,511.505
77.5823,26.0761
34.6102,286.311
0,131.655
3.44941,139.457
22.0081,276.145
2876.32,5.89437
8.00394,373.971
9.24764,355.724
0,153.518
7.11682,310.578
6.419,266.299
53.5467,257.005
2494.83,15.0967
7.21092,663.288
7.18356,131.091
2107.28,0
16.3844,228.034
0.440984,26.6871
5.95539,145.304
0,569.778
0,663.504
21.0804,224.223
2.89843,321.569
555.359,4.11393
1.84156,498.885
1979.63,0.258319
0,519.593
10.2095,11.5127
3183.99,5.0415
29.2664,328.058
0,214.419
6.56164,224.526
5.02231,731.384
61.2791,32.0192
0,26.8043
18.692,257.171
5737.03,0.678115
2171.8,11.9167
36.8631,198.127
21.58,301.792
6.91757,185.541
0,9.02009
12.6188,233.658
18.946,95.212
3.28791,271.529
7.41079,1.34269
0,237.12
1597.76,15.4172
3413.78,4.96613
1.6785,10.934
14.1629,571.728
16.5969,281.006
9.69543,220.379
2132.5,8.81707
0,371.549
3.60911,142.302
22.4077,1236.2
4623.49,6.01244
0,191.344
963.321,13.1166
5.01072,155.869
6.1274,757.99
182.175,0
49.4227,29.03
17.8377,5.59878
10.015,247.644
0,317.873
5.04956,5.10227
65.1161,238.488
12.5305,970.277
618.077,1.67536
42.8935,26.1596
0,1.50019
0,138.034
14.3681,207.69
2941.9,0.332091
0,287.42
0,365.477
21.7653,13.0771
2442.26,13.4712
0.659918,253.699
0,199.893
36.326,187.558
0,350.232
18.3947,8.64607
2.18792,573.5
0,51.9588
0,301.407
0,0
5.075,22.3143
1874.11,13.9691
0,193.454
0,275.728
0,17.0578
9990.11,21.7442
0,453.102
17.7696,409.798
7.50826,575.072
17.745,333.891
0,394.511
8.71534,276.488
0,335.121
204.361,314.366
7.47551,160.541
3015.24,1.0713
0.692672,117.205
6.46342,203.037
1540.16,0
4346.25,15.2074
10.6803,236.448
9.75236,397.13
24.2619,114.479
41.7077,182.981
96.157,598.966
5.66107,451.427
0,12.4598
3141.21,10.7274
7.49458,298.824
0,1043.73
3.44881,349.245
256.313,285.522
16.0322,353.431
62.2626,26.2178
0,253.7
17.8645,325.47
1704.84,3.77908
22.5254,6.45983
0,424.337
0,232.052
0,463.355
640.541,9.12881
32.2008,451.491
1.47199,0.180595
38.9027,17.9499
3.91555,339.506
10.7835,180.357
7.32292,290.538
12.7769,3.42515
2.71487,158.359
2.96809,506.548
12.0874,9.30238
0.307035,280.03
39.643,294.486
108.114,33.1548
0,162.694
5.09922,761.642
21.643,277.338
52.9261,22.9688
0,6.43444
0.226145,396.065
0,360.67
1.02017,288.431
78.4169,0
5.63848,81.2386
32.4374,233.817
22.9964,370.291
6.26797,259.837
6.14139,352.411
1.87612,301.015
10.0822,245.949
0,236.614
0,220.929
1.25463,109.502
0.263607,30.3539
359.468,0
10.6176,258.744
8.88486,0.737334
32.659,634.162
0,568.939
0,243.388
7.91124,362.688
44.6838,1066.58
8.73253,317.091
7.52731,9.05137
0,262.846
0,250.429
0,77.614
1848.76,17.2971
0.961647,467.431
0,352.252
2.38059,148.133
2.13786,175.001
435.409,0
5071.65,4.35698
16.7936,415.562
3.69508,297.128
5.0222,179.522
25.8524,453.97
3.35638,339.38
55.3018,116.753
0,446.065
16.9952,229.472
157.433,0
8.72264,243.535
15.6717,884.208
19.0065,410.081
0,310.663
7.77978,46.3754
3.73289,74.4434
14.7285,222.003
0,577.197
8.36484,186.391
2299.68,10.9099
26.3708,167.383
3897.4,7.13444
41.7556,22.8066
0,306.505
2.02073,347.795
2895.5,0.602715
0.807569,844.537
0,223.127
6.67557,3.90621
5.63973,64.8727
12.4403,244.762
0,357.322
4569.33,10.2141
322.975,4.08588
0,481.073
0,98.9803
0,525.078
46.3221,22.6084
6.78688,258.229
0,405.363
3646.12,15.0122
0,537.377
3643.6,11.9727
12.5572,697.947
6.29007,198.351
5.42517,172.218
4187.71,24.4405
20.4304,7.89263
769.248,61.5437
0,506.169
11.2266,325.975
0,37.4978
1.80264,247.16
5.73176,0
3641.52,5.77141
9.40684,286.721
11.8589,460.204
0,0
2113.65,38.1721
0,243.28
2696.98,5.47226
7.65997,129.903
1.35782,308.69
5229.59,0
1.6768,10.0031
233.859,235.28
6.46656,249.041
1316.14,7.9183
2376.94,4.99866
3457.95,0.315834
0,253.811
0,116.794
13.3364,255.51
2.7464,353.858
20.9184,262.188
782.924,7.3872
12.0777,303.112
0,129.943
0,170.13
60.1558,523.736
0,88.6973
13.7747,389.213
1476.77,15.3739
7.31032,135.604
0,103.798
7.73947,256.896
16.7948,209.723
13.0762,107.674
11.2238,45.898
9.62786,235.635
24.7695,185.695
4988.42,180.474
36.2059,121.268
20.9136,438.727
0,438.102
0,215.757
21.1087,8.36103
1.70363,403.467
5.08996,294.111
24.5418,174.359
5.06282,308.386
0,575.134
3516.92,3.17856
68.6175,181.48
0,249.51
0,159.527
17.1926,89.9192
3705.22,68.6936
29.1757,196.733
3.39768,108.464
0.52392,446.807
0,21.8842
3429.61,6.01869
461.989,1.558
1.72695,654.47
5.33363,133.432
15.5029,579.526
0,307.829
0,142.624
2363.95,2.48726
18.371,11.6068
1.98494,326.365
5.24966,512.112
1191.44,0
1346.98,20.5327
0.840552,321.152
0,653.991
8.21515,6.27071
0,884.528
0.176459,368.151
6.58942,418.942
1.86598,445.474
1443.78,10.3912
4442.4,0
5.7801,702.392
93.4896,227.995
78.2868,351.287
67.3002,157.634
30.8603,3.64447
0,296.89
2242.39,30.0391
0,30.83
1855.83,1.69878
5895.37,1.26355
0,811.509
6.87802,266.996
2636.6,0
35.5473,8.55715
0,310.091
0,89.0163
4424.56,20.7126
313.919,23.6473
8.57309,369.098
0,179.178
22.0403,276.471
0,292.856
0,293.524
28.4242,336.593
15.3178,324.703
117.016,14.5461
26.2953,205.821
0.934598,8.81955
0,334.737
0,436.138
16.6989,7.62387
3667.84,15.9311
2288.47,39.6707
26,114.089
23.694,168.657
0,439.328
0,316.501
0,365.625
19.1263,266.654
2198.75,34.5088
0,171.308
332.587,1.36895
58.0924,10.5283
33.9935,135.127
0,1.33044
28.6346,10.2073
20.1178,11.663
37.482,522.845
0,399.636
0.573482,222.753
17.796,378.693
103.194,1.33807
60.2611,43.0985
12.3381,480.768
4.3234,373.38
0,549.344
249.224,9.8257
36.1781,5.24402
80.4194,172.309
48.8259,238.305
0,269.049
0.783792,337.261
11.5581,345.675
0,263.466
0,237.151
2588.5,4.19717
0,201.723
25.3686,226.756
0,226.314
270.016,25.8346
60.714,4.1942
126.445,448.217
0,358.795
6.49576,251.912
1702.68,99.4123
428.324,335.998
44.9752,455.222
0,425.432
0,421.173
46.0442,222.341
30.6407,8.48206
15.1625,3.5098
0.853816,200.149
0,375.622
0,65.5934
0,103.185
47.7998,279.93
865.004,9.03151
5.2834,260.66
1556.31,18.9828
14.3312,216.185
0,154.105
2.87015,192.437
28.602,333.746
321.957,1.98474
3398.93,0.240031
49.601,19.4592
1129.17,5.48008
1.63096,133.149
0.207867,184.128
62.4636,337.339
2680.65,3.22052
1631.52,15.2314
8.72899,248.107
0,217.702
0,334.461
0.238738,3.70021
5.63273,238.382
8.20394,294.557
13.2798,168.105
1.39652,717.071
2584.82,7.31249
0,283.486
0,369.647
13.0766,198.078
11.1526,342.419
0,264.354
30.1544,222.022
0,233.453
2443.74,21.0076
41.7513,395.266
0,258.435
2803.11,4.59047
54.0809,6.69045
14.6828,56.7563
0.482246,102.871
4.24231,213.197
0,9.29705
97.6242,374.905
10.8879,763.494
372.123,14.8802
0,150.493
2287.89,7.48561
0,10.4239
22.4744,183.779
0,206.726
35.4943,270.457
15.4748,16.6925
0.0927639,236.896
2005.64,15.5778
3803.04,1.53657
3.23391,364.717
0,69.6734
12.4288,224.314
0,244.957
3062.54,0
3973.78,143.747
3.97152,258.562
0,451.391
0,266.617
6.62031,257.979
16.7377,408.052
4092.72,0.0598618
5.43737,71.8269
8.89618,185.089
16.9184,181.958
9.14369,336.004
3.69303,338.281
18.0517,602.344
5006.5,7.9861
1.42134,148.057
4322.62,0
1.8334,15.1229
18.9852,285.804
0,353.12
6.18238,873.596
0,424.739
10.0748,3.51228
21.2825,186.281
1488.27,0.841519
232.266,3.67401
43.0074,0
4.20611,217.851
4964.82,1.9271
1465.82,30.2453
1.1302,133.832
3.21344,87.564
4214.29,0
10.9634,263.04
9.90249,198.658
17.7544,9.187
17.9552,72.7176
69.6742,333.484
9.47236,462.649
18.0942,129.49
0.146282,0
0,288.599
3.81542,28.4896
4557.14,20.8299
0.775146,222.233
2.4477,330.603
3459.13,40.8262
6149.65,4.54957
64.8671,41.5196
0,416.193
10.7698,279.001
77.4601,354.24
19.9155,13.1074
6.04701,264.553
1.86854,154.827
1173.89,6.40718
17.0677,234.467
12.3641,842.928
9.09507,180.845
47.2158,347.375
6.88555,344.031
6.39298,381.373
0,433.146
5.38231,2.46514
0,159.983
4.04146,13.7207
22.5208,17.5813
216.979,0
0,432.527
2969.57,7.75501
7.05962,278.054
1436.22,2.47943
18.9211,0.620611
222.268,12.9985
1.87917,336.097
15.9976,210.53
26.658,303.83
21.6988,375.99
363.863,11.6156
12.898,107.285
8.04892,214.146
0,77.343
0,332.515
3404.97,13.7901
0,264.72
3607,1.96192
0,449.776
15.1641,194.057
1.9023,225.818
2040.27,23.062
29.78,304.605
0,265.311
9.74035,72.3336
2796.67,4.66402
2679.8,0
4.38907,198.05
0,257.518
5.80619,341.108
0,294.281
0,78.7175
0,599.477
57.0421,6.85503
32.9691,13.3261
55.7412,378.124
0,1.38116
34.0723,1.49632
0,174.466
11.1114,166.588
33.3743,191.077
3.81942,238.977
82.0824,34.5927
47.6411,51.6659
0,297.785
3.97066,260.938
2402.46,0
9.48141,138.629
18.3304,429.233
0,313.985
4829.73,5.54807
11.9742,0
63.5263,5.22672
11.3085,521.981
247.877,19.4402
0,160.032
0,239.017
0,307.253
6129.34,10.8524
2139.15,13.3616
3.23838,190.344
12.0041,10.3883
38.936,324.616
3044.38,29.0544
14.403,352.119
1572.54,26.9726
7.23578,0.0242981
148.303,6.52313
0,285.486
3295.99,6.08877
0,0
4653.15,10.4953
20.9007,390.482
0,163.941
30.1091,495.391
2.90006,190.773
2437.76,36.8825
1476.48,4.37736
2.27628,301.65
18.3168,185.853
6.81581,574.836
26.8913,332.103
14.6073,178.515
16.9735,490.536
9.41809,226.14
0,184.123
1799.31,18.7792
4068.75,0.588671
0,479.71
11.1211,679.349
54.0903,27.8938
27.9112,7.53698
1994.33,0
2.18849,57.7722
6.98701,436.588
368.233,4.02863
5.07652,166.939
0,174.858
3819.64,3.79872
0.564513,258.511
15.8117,0.356239
1627.41,11.1009
91.0554,474.844
15.4138,3.33895
59.4068,14.9232
0.158522,641.847
354.295,6.61564
0,251.703
0,374.505
33.2418,321.84
1786.82,0
83.9508,35.2166
0.69322,344.422
15.3303,266.042
20.7535,174.151
7.26556,445.731
0,202.791
1967.5,30.5192
17.38,28.0476
0,13.5803
0,583.392
35.4178,217.63
787.737,5.18435
0,252.498
42.2487,0
4066,7.38727
15.3381,349.082
0,274.948
2.25869,182.933
0,206.409
9.93163,0
82.3226,39.6674
2682.45,1.6318
0,477.147
14.4586,282.854
5089.64,5.72348
24.9421,20.3535
345.884,16.0262
0,200.913
2.6489,356.557
0,654.15
7.94246,911.89
3.15719,186.973
6.62983,323.061
13.0115,264.765
4552.1,0
29.8286,5.67135
320.482,6.68182
10.2712,191.421
28.4434,292.75
2.12369,249.258
2.51897,327.119
7.17099,221.275
2623.76,7.1224
39.5793,27.8524
1846.92,14.7153
1.76873,163.029
0.903325,83.1148
14.2808,571.917
0,3.01164
13.8128,236.879
0,6.6277
2480.51,0
1085.18,9.93013
50.5249,17.285
18.4614,214.157
6.50526,282.993
4.94157,154.35
6.6653,197.043
2.00722,236.598
35.4626,4.90625
19.9754,317.758
4.79799,13.3712
11.8137,264.781
12.3473,207.556
17.2773,167.402
0,114.45
1824.04,22.1604
